track_id,title,genre_top,mp3_path
4784,Rosemary's Baby,Rock,../data/raw/fma_small/004/004784.mp3
4785,I Know How It Feels...Bad,Rock,../data/raw/fma_small/004/004785.mp3
4786,"1,000,000 Kisses",Rock,../data/raw/fma_small/004/004786.mp3
4787,Nicole Told Me,Rock,../data/raw/fma_small/004/004787.mp3
4788,Fire To Burn,Rock,../data/raw/fma_small/004/004788.mp3
4799,I've Got a Love,Rock,../data/raw/fma_small/004/004799.mp3
4835,Steak,Rock,../data/raw/fma_small/004/004835.mp3
4836,Panda Punk Tongue,Rock,../data/raw/fma_small/004/004836.mp3
4838,Punk Rock,Rock,../data/raw/fma_small/004/004838.mp3
4846,Bistoon,International,../data/raw/fma_small/004/004846.mp3
4848,(introduction),International,../data/raw/fma_small/004/004848.mp3
4849,Avareh,International,../data/raw/fma_small/004/004849.mp3
5006,"So Long, Silver Lining",Rock,../data/raw/fma_small/005/005006.mp3
5156,Circles,Folk,../data/raw/fma_small/005/005156.mp3
5157,Copenhagen,Folk,../data/raw/fma_small/005/005157.mp3
5158,Running,Folk,../data/raw/fma_small/005/005158.mp3
5159,Christiania,Folk,../data/raw/fma_small/005/005159.mp3
5169,The Uncommon Man,Folk,../data/raw/fma_small/005/005169.mp3
5170,Labyrinth,Folk,../data/raw/fma_small/005/005170.mp3
5171,Cover Up,Folk,../data/raw/fma_small/005/005171.mp3
5191,Say What You Feel,Pop,../data/raw/fma_small/005/005191.mp3
5264,Classical Homicide,Hip-Hop,../data/raw/fma_small/005/005264.mp3
5268,3 Rocks Blessed,Hip-Hop,../data/raw/fma_small/005/005268.mp3
5376,The Clouds,Folk,../data/raw/fma_small/005/005376.mp3
5381,Hartford,Folk,../data/raw/fma_small/005/005381.mp3
5521,alone now,Experimental,../data/raw/fma_small/005/005521.mp3
5879,Rock and Tree,Folk,../data/raw/fma_small/005/005879.mp3
5936,Traveling,Folk,../data/raw/fma_small/005/005936.mp3
5940,When It Rains,Folk,../data/raw/fma_small/005/005940.mp3
6329,Krivo Kopanitsa Horo,International,../data/raw/fma_small/006/006329.mp3
6330,Nie Zama Nie Sema,International,../data/raw/fma_small/006/006330.mp3
6331,track 1,International,../data/raw/fma_small/006/006331.mp3
6332,Taso's Hasapiko,International,../data/raw/fma_small/006/006332.mp3
6333,track 01,International,../data/raw/fma_small/006/006333.mp3
6342,Doulab Nahawand Murassaa,International,../data/raw/fma_small/006/006342.mp3
6354,Daka Koz,International,../data/raw/fma_small/006/006354.mp3
6357,Zaharoula,International,../data/raw/fma_small/006/006357.mp3
6358,track 2,International,../data/raw/fma_small/006/006358.mp3
6360,Sabah Sabah Seyredelim Yaliyi,International,../data/raw/fma_small/006/006360.mp3
6363,track 02,International,../data/raw/fma_small/006/006363.mp3
6366,Taheya,International,../data/raw/fma_small/006/006366.mp3
6367,"Manowe, Mahaba Wa Takanini, Mapenz",International,../data/raw/fma_small/006/006367.mp3
6368,track 3,International,../data/raw/fma_small/006/006368.mp3
6370,Leventikos,International,../data/raw/fma_small/006/006370.mp3
6372,track 03,International,../data/raw/fma_small/006/006372.mp3
6373,Semseyemin Ucu Kare with Oud Solo by Haig Manoukian,International,../data/raw/fma_small/006/006373.mp3
6376,track 4,International,../data/raw/fma_small/006/006376.mp3
6379,Matamu Choz,International,../data/raw/fma_small/006/006379.mp3
6380,track 04,International,../data/raw/fma_small/006/006380.mp3
6381,Kateva Lenko,International,../data/raw/fma_small/006/006381.mp3
6382,Svadbeni Cocek,International,../data/raw/fma_small/006/006382.mp3
6383,Telegrafin Tellerine,International,../data/raw/fma_small/006/006383.mp3
6385,track 05,International,../data/raw/fma_small/006/006385.mp3
6387,Karsilamas Hrysodaktili,International,../data/raw/fma_small/006/006387.mp3
6389,Kwala Ulala Huez,International,../data/raw/fma_small/006/006389.mp3
6390,track 5,International,../data/raw/fma_small/006/006390.mp3
6393,Rumor,International,../data/raw/fma_small/006/006393.mp3
6394,Bufchansko,International,../data/raw/fma_small/006/006394.mp3
6396,Sarki,International,../data/raw/fma_small/006/006396.mp3
6406,The Hungry Stones,Folk,../data/raw/fma_small/006/006406.mp3
6407,Huna Cosm,Folk,../data/raw/fma_small/006/006407.mp3
6439,Crossover,Hip-Hop,../data/raw/fma_small/006/006439.mp3
6440,Rampage,Hip-Hop,../data/raw/fma_small/006/006440.mp3
6442,Richter Scale,Hip-Hop,../data/raw/fma_small/006/006442.mp3
6443,Music,Hip-Hop,../data/raw/fma_small/006/006443.mp3
6448,Please Listen To My Demo,Hip-Hop,../data/raw/fma_small/006/006448.mp3
6459,Ma Alli Wu Ultillu,International,../data/raw/fma_small/006/006459.mp3
6461,Florida Rain,Folk,../data/raw/fma_small/006/006461.mp3
6463,Are You the One?,Folk,../data/raw/fma_small/006/006463.mp3
6467,As She Came Out of  the Water,Folk,../data/raw/fma_small/006/006467.mp3
6469,Derya'da Deryaliklar,International,../data/raw/fma_small/006/006469.mp3
6517,Stars,Rock,../data/raw/fma_small/006/006517.mp3
6519,Somebody To Love,Rock,../data/raw/fma_small/006/006519.mp3
6603,The Woods,Hip-Hop,../data/raw/fma_small/006/006603.mp3
6605,Bad Weather,Hip-Hop,../data/raw/fma_small/006/006605.mp3
6606,Smash Your Eyes,Hip-Hop,../data/raw/fma_small/006/006606.mp3
6607,The World,Hip-Hop,../data/raw/fma_small/006/006607.mp3
6608,Cavalcade Lagoons,Hip-Hop,../data/raw/fma_small/006/006608.mp3
6609,2009,Hip-Hop,../data/raw/fma_small/006/006609.mp3
6610,Clack Struck Twelve,Hip-Hop,../data/raw/fma_small/006/006610.mp3
6611,Escape Tune,Hip-Hop,../data/raw/fma_small/006/006611.mp3
6674,Introduction: (Re)percussions,Experimental,../data/raw/fma_small/006/006674.mp3
6675,The End of Senseless Beating,Experimental,../data/raw/fma_small/006/006675.mp3
6677,Index,Experimental,../data/raw/fma_small/006/006677.mp3
6679,Different Strokes for Different Folks,Experimental,../data/raw/fma_small/006/006679.mp3
6680,Sound of the City:  A Musician is Being Beaten,Experimental,../data/raw/fma_small/006/006680.mp3
6684,Preface,Experimental,../data/raw/fma_small/006/006684.mp3
6762,Western States,Folk,../data/raw/fma_small/006/006762.mp3
6776,Abflussbestattung / Verrat Am Metal,Rock,../data/raw/fma_small/006/006776.mp3
6778,Dresscode,Rock,../data/raw/fma_small/006/006778.mp3
6779,Castle By the Sea,Folk,../data/raw/fma_small/006/006779.mp3
6782,Sunshine,Folk,../data/raw/fma_small/006/006782.mp3
6783,Fisherman's Girl,Folk,../data/raw/fma_small/006/006783.mp3
6788,Tokugiri Star,Rock,../data/raw/fma_small/006/006788.mp3
6802,Spanish Civil War Tribute,International,../data/raw/fma_small/006/006802.mp3
6803,Balkan Qoulou,International,../data/raw/fma_small/006/006803.mp3
6854,Lost in Your,Folk,../data/raw/fma_small/006/006854.mp3
6855,This Old Love,Folk,../data/raw/fma_small/006/006855.mp3
6856,Autumn Flow,Folk,../data/raw/fma_small/006/006856.mp3
6857,Drone Trailer,Folk,../data/raw/fma_small/006/006857.mp3
7011,in sleepy electricity,Electronic,../data/raw/fma_small/007/007011.mp3
7373,heartbreaker,Experimental,../data/raw/fma_small/007/007373.mp3
7374,new homes,Experimental,../data/raw/fma_small/007/007374.mp3
7375,cherchez le dragon,Experimental,../data/raw/fma_small/007/007375.mp3
7376,about peter,Experimental,../data/raw/fma_small/007/007376.mp3
7377,with new trees,Experimental,../data/raw/fma_small/007/007377.mp3
7378,resurrect dead on planet jupiter,Experimental,../data/raw/fma_small/007/007378.mp3
7379,it's hard to fall asleep,Experimental,../data/raw/fma_small/007/007379.mp3
7381,i'd play at the rotunda,Experimental,../data/raw/fma_small/007/007381.mp3
7383,i hear horrible music,Experimental,../data/raw/fma_small/007/007383.mp3
7385,my imaginary scary home,Experimental,../data/raw/fma_small/007/007385.mp3
7386,its hard to wake up,Experimental,../data/raw/fma_small/007/007386.mp3
7388,girlworld (3 in a bed mix),Experimental,../data/raw/fma_small/007/007388.mp3
7391,all these wires between us,Experimental,../data/raw/fma_small/007/007391.mp3
7393,leaving things as they are,Experimental,../data/raw/fma_small/007/007393.mp3
7481,Seeing You Out,Hip-Hop,../data/raw/fma_small/007/007481.mp3
7482,Seeing Things Intro,Hip-Hop,../data/raw/fma_small/007/007482.mp3
7483,Doom Days,Hip-Hop,../data/raw/fma_small/007/007483.mp3
7487,The Robot's Heel,Hip-Hop,../data/raw/fma_small/007/007487.mp3
7488,The Discovery,Hip-Hop,../data/raw/fma_small/007/007488.mp3
7489,Too Much to deal with,Hip-Hop,../data/raw/fma_small/007/007489.mp3
7490,Follow That,Hip-Hop,../data/raw/fma_small/007/007490.mp3
7491,broke Pimpin,Hip-Hop,../data/raw/fma_small/007/007491.mp3
7492,In the Dark,Hip-Hop,../data/raw/fma_small/007/007492.mp3
7495,Soft South Africans,Rock,../data/raw/fma_small/007/007495.mp3
7526,Easy on the Eyes,Pop,../data/raw/fma_small/007/007526.mp3
7527,With You,Pop,../data/raw/fma_small/007/007527.mp3
7528,Game,Pop,../data/raw/fma_small/007/007528.mp3
7529,Seeking,Pop,../data/raw/fma_small/007/007529.mp3
7548,First Movement,Experimental,../data/raw/fma_small/007/007548.mp3
7554,Seventh Movement,Experimental,../data/raw/fma_small/007/007554.mp3
7709,Deep At Sea,Folk,../data/raw/fma_small/007/007709.mp3
7710,What If We Do,Folk,../data/raw/fma_small/007/007710.mp3
7711,The Way,Folk,../data/raw/fma_small/007/007711.mp3
7712,My Room Is White,Folk,../data/raw/fma_small/007/007712.mp3
7713,I gave you my home,Folk,../data/raw/fma_small/007/007713.mp3
7872,Saved,Rock,../data/raw/fma_small/007/007872.mp3
8056,Get It While You Can,Rock,../data/raw/fma_small/008/008056.mp3
8208,Rocket USA,Rock,../data/raw/fma_small/008/008208.mp3
8256,Sugar In My Coffin,Folk,../data/raw/fma_small/008/008256.mp3
8259,Always Sugar for the Horses,Folk,../data/raw/fma_small/008/008259.mp3
8261,Black Diamond,Folk,../data/raw/fma_small/008/008261.mp3
8345,Walter,Experimental,../data/raw/fma_small/008/008345.mp3
8357,Promocja Belkot radio commercial,Experimental,../data/raw/fma_small/008/008357.mp3
8363,"Outside of fashion boutique, Xian, China",Experimental,../data/raw/fma_small/008/008363.mp3
8372,variations on Foreigners,Experimental,../data/raw/fma_small/008/008372.mp3
8416,Track 33,Experimental,../data/raw/fma_small/008/008416.mp3
9152,1991,Experimental,../data/raw/fma_small/009/009152.mp3
9155,Tossypot,Experimental,../data/raw/fma_small/009/009155.mp3
9307,Racing Past the Zenith,Experimental,../data/raw/fma_small/009/009307.mp3
9476,Plight Of The Bumblebee,Experimental,../data/raw/fma_small/009/009476.mp3
9477,Colour Me Your Colour,Experimental,../data/raw/fma_small/009/009477.mp3
9491,Rape Me,Rock,../data/raw/fma_small/009/009491.mp3
9505,168 Toronto 260305,Experimental,../data/raw/fma_small/009/009505.mp3
9511,Message From the Law,Rock,../data/raw/fma_small/009/009511.mp3
9512,Eywat Setenafegagn,International,../data/raw/fma_small/009/009512.mp3
9513,Cold Water,Rock,../data/raw/fma_small/009/009513.mp3
