track_id,title,genre_top,mp3_path,valence,energy,emotion_joy_excitement,emotion_peaceful_content,emotion_anger_tension,emotion_sadness,emotion_joy_excitement_softmax,emotion_peaceful_content_softmax,emotion_anger_tension_softmax,emotion_sadness_softmax
207,Piano 3,Folk,../data/raw/fma_small/000/000207.mp3,0.7088659407,0.0089874678,0.5012841990637406,0.8615673974977093,0.20596093690546266,0.7303645937002806,0.2254552778208583,0.32324321037843207,0.16780432234253412,0.28349718945817554
210,In the French Court,Folk,../data/raw/fma_small/000/000210.mp3,0.2727912235,0.2270358594,0.25095849564432315,0.579607028197607,0.5386918813533964,0.7504352627882446,0.1862075982102968,0.2586590288088933,0.24828953783179297,0.306843835149017
211,In America,Folk,../data/raw/fma_small/000/000211.mp3,0.1546003066,0.1730043357,0.1640605908983207,0.5949046493228188,0.610176671863081,0.8362483095264863,0.1650354090978908,0.25391615393255706,0.25782372950162225,0.3232247074679298
212,When I Arive,Folk,../data/raw/fma_small/000/000212.mp3,0.3488174034,0.3569577601,0.3529110535321382,0.5172895239661863,0.5250988557454337,0.6471252183350327,0.21237588535763427,0.2503190287347403,0.2522815059249618,0.2850235799826636
213,Boute,Pop,../data/raw/fma_small/000/000213.mp3,0.0430538151,0.3409990466,0.24303701444098383,0.4669774553320395,0.7183405705432395,0.8215924346586858,0.17721198726980256,0.2216915774225364,0.28504590578700184,0.31605052952065926
255,We Want to be Old,Rock,../data/raw/fma_small/000/000255.mp3,0.9108207732,0.4357120518,0.7139465921819403,0.7576329485233636,0.31448205559014947,0.4039639977624316,0.289956477336908,0.30290438356335503,0.19446774172255418,0.2126713973771828
256,Toggle,Rock,../data/raw/fma_small/000/000256.mp3,0.0617962599,0.9720856699,0.6887558810502311,0.04794782353016721,0.9552949302604301,0.6637037998092823,0.26263509909876126,0.13837363899481797,0.34285398680338264,0.25613727510303813
368,Vampires,Rock,../data/raw/fma_small/000/000368.mp3,0.0761348547,0.1164692389,0.09839105576762398,0.6270658346258929,0.6584420590720702,0.9039229537162267,0.14958123295617062,0.25379183617085005,0.26188110755799554,0.33474582331498376
534,I Can See You,Folk,../data/raw/fma_small/000/000534.mp3,0.4733627871,0.1438200274,0.3498260485530035,0.6917790375880208,0.386025228639539,0.7107710248358526,0.2049499098816033,0.288506782809341,0.21250484483489407,0.29403846247416165
540,The Black Pirate,Folk,../data/raw/fma_small/000/000540.mp3,0.3559093211,0.148548727,0.2727069573179087,0.6525491227253253,0.4673967944579762,0.7549245236906745,0.18879857880351364,0.27603368118942806,0.2293778315349942,0.30578990847206416
546,If You Have No One,Folk,../data/raw/fma_small/000/000546.mp3,0.4441029627,0.2128768901,0.348241304139504,0.6390579909591793,0.4209145319524886,0.6813898686572779,0.20797574350901044,0.2781715867946933,0.22365276278562624,0.29019990691067005
574,Caliente Queen,Rock,../data/raw/fma_small/000/000574.mp3,0.2626510913,0.985285921,0.7210318792820117,0.18601357461472962,0.8701930128660822,0.5214882152464708,0.28045589379425767,0.16425139764070487,0.325570036632027,0.22972267193301052
602,Disappearing,Folk,../data/raw/fma_small/000/000602.mp3,0.0600717329,0.0574058783,0.05875392734534157,0.6678668622401486,0.66586807332872,0.9412621381838863,0.1410261853840497,0.2593188848401653,0.258801078793508,0.340853850982277
620,Arabesque,Folk,../data/raw/fma_small/000/000620.mp3,0.4772115046,0.2364810285,0.37659932087233877,0.6366679039982358,0.40572841147928845,0.6543198876555004,0.21520677821916634,0.27912728829235633,0.2215677508659388,0.2840981826225386
621,Blue Eyed Baby,Folk,../data/raw/fma_small/000/000621.mp3,0.1846307315,0.3387460962,0.27279793318953566,0.4854612406284176,0.6243300255894172,0.7423219548501057,0.19020648591920797,0.23527935609707548,0.27032970467445044,0.30418445330926597
625,Climbing To The Top,Folk,../data/raw/fma_small/000/000625.mp3,0.0974817452,0.2938124533,0.2188931798405359,0.504085082977766,0.671142666637058,0.8103209399248554,0.17517960083494744,0.23299188887631442,0.27535501395463124,0.31647349633410693
690,Cataclysm,Rock,../data/raw/fma_small/000/000690.mp3,0.3121138885,0.9564261719,0.7113951439565351,0.22283823492600946,0.833048115264022,0.4873838225104926,0.2823120778725496,0.17320159569998303,0.3188325647100251,0.2256537617174424
694,Planet Say (featuring Faust),Hip-Hop,../data/raw/fma_small/000/000694.mp3,0.3443116064,0.842615945,0.6436428019755955,0.26769406331668205,0.7549598996867288,0.4768107644915283,0.27391792650053803,0.18808232850266257,0.30617156687961133,0.23182817811718803
695,Elephants,Hip-Hop,../data/raw/fma_small/000/000695.mp3,0.5480567941,0.8108574058,0.6920462347632113,0.4099641267842075,0.656407797752234,0.3464300667522059,0.291801686154278,0.22008026188115354,0.2815854566467985,0.20653259531777005
714,Circle Moon,Folk,../data/raw/fma_small/000/000714.mp3,0.0342540436,0.0723938509,0.05663130384814626,0.6563636596244045,0.6848014755938695,0.9468681059553865,0.14022264844571394,0.2554339494027579,0.2628022050390347,0.34154119711249353
715,Kokopelli,Folk,../data/raw/fma_small/000/000715.mp3,0.0545813398,0.2123027599,0.15500255564912488,0.5583216208940507,0.685160165550917,0.8701388926819442,0.16024485708395916,0.23985200023809197,0.27228807690520046,0.3276150657727484
716,Saxalainen,Folk,../data/raw/fma_small/000/000716.mp3,0.0337189309,0.0263421742,0.030256209632256652,0.6888927812231095,0.683517744701124,0.969976460086177,0.13489414532248867,0.26063655667622126,0.25923938395613116,0.3452299140451589
718,Song Of The Spindle Berry,Folk,../data/raw/fma_small/000/000718.mp3,0.0393351264,0.1038395016,0.07851717729720158,0.6342912939105503,0.6832494571755766,0.928972722490128,0.1446180767422026,0.2521112429978958,0.2647612810674966,0.33850939919240497
777,Relaxing,Rock,../data/raw/fma_small/000/000777.mp3,0.2329889961,0.4460819136,0.35586018739437797,0.4249171205921947,0.6274133221986617,0.669003410508767,0.21047247029305186,0.22552066494801148,0.27614000370859665,0.28786686105034004
814,Motion Passings,Folk,../data/raw/fma_small/000/000814.mp3,0.2022765231,0.1011084324,0.15990420085133816,0.651506654647445,0.5685884542882532,0.8498143314571162,0.16304418110599234,0.2665664797863872,0.24535483459833793,0.3250345045092825
821,Sir,Pop,../data/raw/fma_small/000/000821.mp3,0.0393987667,0.2514695821,0.179985018180722,0.5300236076530127,0.7021366249310135,0.8611191891773837,0.16444959462278363,0.23337408871767645,0.27720455915091735,0.32497175750862256
822,Tom & Jerry,Pop,../data/raw/fma_small/000/000822.mp3,0.3283175456,0.2751175212,0.30288781852365776,0.5626930863357219,0.5132479761382602,0.6987889265078692,0.19934128072658905,0.2584813649458589,0.2460115514560127,0.2961658028715394
825,Death March,Rock,../data/raw/fma_small/000/000825.mp3,0.0379481555,0.9326844569,0.6600531640135892,0.05464176446958926,0.9474819385214421,0.681936629698354,0.25634648998965665,0.13992668492494156,0.3417087548982544,0.2620180701871473
853,Welsinsni Melodyi,International,../data/raw/fma_small/000/000853.mp3,0.3273490715,0.3495002665,0.3386058556016738,0.5149307321841856,0.5360082592159765,0.6616680341740422,0.20866324211782386,0.24889883961357123,0.2542006903014603,0.28823722796714457
993,Or So I've Been Told,Rock,../data/raw/fma_small/000/000993.mp3,0.1346264165,0.6890474099,0.4964426478000908,0.2395994421002792,0.7821949156410856,0.6502164840687792,0.23416575149511662,0.1811247460603177,0.3116190574687279,0.27309044497583773
1082,Nam Nhi-tu,International,../data/raw/fma_small/001/001082.mp3,0.341419311,0.0081617746,0.24148888223719112,0.7417244135419623,0.46572263123469526,0.8418644752239922,0.17472509167911945,0.2881408333711577,0.21864460055014695,0.31848947439957587
1087,Tell The Police The Truth,Rock,../data/raw/fma_small/001/001087.mp3,0.9696536182,0.814832734,0.8955949206215569,0.698038342674049,0.5765731901876231,0.13267972581797516,0.3317961734678697,0.2723163023853779,0.24116928507704077,0.1547182390697116
1102,Rare Vodka from the Fourteenth Century,Rock,../data/raw/fma_small/001/001102.mp3,0.3579773542,0.7028404521,0.5577331293854456,0.3289768859875756,0.6731187780875544,0.5002483756236319,0.2589355500229782,0.20598903634052748,0.2906049654342826,0.24447044820221178
1193,Wooly Mammoth's Absence,Folk,../data/raw/fma_small/001/001193.mp3,0.3061725314,0.2724071525,0.2897820523402392,0.5581814090047438,0.5270684077598666,0.7109106511781358,0.19610328420442377,0.2564774732909154,0.2486205493808066,0.2987986931238542
1195,With My Hands Out,Folk,../data/raw/fma_small/001/001195.mp3,0.0640606771,0.0480081846,0.0566063430151522,0.6746822166542921,0.6626791085959698,0.9439996908736512,0.14050147867250531,0.2606800743597232,0.2575698070383607,0.3412486399294109
1196,2 Blonde Braids,Folk,../data/raw/fma_small/001/001196.mp3,0.1338751463,0.4376794142,0.32364009672111205,0.4087340186547368,0.6861980515169441,0.730197474458554,0.19890763407788326,0.2165744760555489,0.28583036955281865,0.29868752031374923
1197,My Burning,Folk,../data/raw/fma_small/001/001197.mp3,0.2572970663,0.0548609959,0.1860262201918407,0.6926360939908223,0.5266010713043253,0.8499692302659333,0.16644898011041862,0.2762479164381725,0.23398656234010035,0.32331654111130864
1270,Cocksuckerbastardmotherfucker,Rock,../data/raw/fma_small/001/001270.mp3,0.2622438515,0.8697368802,0.6423449534438576,0.20705110242351188,0.8064509828345374,0.5297417366177518,0.268895353076662,0.17399532497137124,0.31684994788275866,0.24025937406920797
1417,Guns of Thunder,Rock,../data/raw/fma_small/001/001417.mp3,0.3082392274,0.6587899561,0.5143032313559719,0.32514282659039917,0.6754765624232971,0.5454160157927106,0.2478840506961851,0.20516216076331326,0.29123614425858546,0.2557176442819162
1482,Reindeer Dance,Electronic,../data/raw/fma_small/001/001482.mp3,0.5135679149,0.1767993915,0.3840638150421775,0.6860798951468785,0.36597417822129474,0.6761195956520946,0.21395712090656874,0.28939475937723413,0.2101215112815718,0.28652660843462524
1544,Song of The Stations,Folk,../data/raw/fma_small/001/001544.mp3,0.0288540313,0.0013082887,0.020423843193482553,0.7064763581824886,0.6867045231180525,0.985015133574501,0.13233537689409222,0.26279964858486937,0.2576546479383729,0.3472103265826655
1642,Hrz,Pop,../data/raw/fma_small/001/001642.mp3,0.899084661,0.8318449674,0.8661175663367506,0.6467725035258501,0.5925158037699045,0.13867231272714822,0.32821092172581356,0.26356799835008443,0.24964869089928227,0.1585723890248197
1644,Outskirts,Pop,../data/raw/fma_small/001/001644.mp3,0.6742661964,0.8541683591,0.76949284899059,0.48780209670280716,0.6464155383711432,0.2523582555567679,0.3091258130869281,0.23323758305873907,0.27332759173005894,0.1843090121242739
1649,Inis Meain,Pop,../data/raw/fma_small/001/001649.mp3,0.5703118207,0.9593131578,0.78915692595274,0.4042962972612763,0.7432743995854952,0.3051944876290827,0.30749967180340587,0.20926751116584524,0.293709591038235,0.18952322599251387
1661,Only Fools and Horses Theme,Pop,../data/raw/fma_small/001/001661.mp3,0.0737012357,0.9887654359,0.7011023318226177,0.052716636720412866,0.9580413581819481,0.6550403102764837,0.2651930267279816,0.1386665691675934,0.34288564323777765,0.2532547608666474
1663,So High,Pop,../data/raw/fma_small/001/001663.mp3,0.2325704179,0.698041335,0.5202646944828963,0.26950698938131723,0.7335563607694922,0.5831497229917728,0.2450463325738667,0.1906977283004761,0.30330502172012136,0.2609509174055358
1666,She Fell Through the Trees,Pop,../data/raw/fma_small/001/001666.mp3,0.4479410207,0.5476449497,0.5002829943930102,0.45015344581468736,0.5498563937782633,0.5046752461522525,0.24960494818777954,0.23740081428699322,0.2622905503619493,0.25070368716327784
1680,Bashraf Salama,International,../data/raw/fma_small/001/001680.mp3,0.6716768821,0.2507261544,0.5069583012673675,0.7115339519825423,0.2921127130473697,0.578449377840356,0.2434405651001755,0.29870261435065026,0.19637522428044077,0.2614815962687336
1681,Daka Kozi Manowe,International,../data/raw/fma_small/001/001681.mp3,0.6453411754,0.2928064883,0.5010992278268006,0.676974111638411,0.32520648937039337,0.5594218197644919,0.2444358026753906,0.29143808810303606,0.2050102484314309,0.2591158607901424
1682,Nie Zama Nie Sema,International,../data/raw/fma_small/001/001682.mp3,0.7451484158,0.333366605,0.577225889448176,0.706981698807853,0.29671756208427874,0.5046530557216887,0.2615098330300862,0.2977421056599478,0.19754443726515167,0.24320362404481438
1683,Mapenzi Matamu,International,../data/raw/fma_small/001/001683.mp3,0.6568497756,0.1882254583,0.4831565227015027,0.7383865973384184,0.2767497964389634,0.6231893705199149,0.2350412532274927,0.3033815089734356,0.19120656161990582,0.27037067617916605
1684,Mahaba Wa Taka Nini,International,../data/raw/fma_small/001/001684.mp3,0.8147369872,0.3337445203,0.6225679734543088,0.7442085468946221,0.2699146057015164,0.488988112402546,0.26975071044240156,0.30464245531046236,0.18958640242639418,0.23602043182074178
1685,Eni Wana Damu,International,../data/raw/fma_small/001/001685.mp3,0.3308652347,0.1571080794,0.25899300390728974,0.6402884480239522,0.4860166060670369,0.7609888711229104,0.18618316850275127,0.2726056949159039,0.23363371494019877,0.30757742164114604
1686,Rufiji,International,../data/raw/fma_small/001/001686.mp3,0.27878494,0.3127069214,0.2962318867561942,0.5244486717793597,0.5558492518040612,0.7044582807598578,0.19774807502344272,0.24844230790347077,0.25636731421344067,0.2974423028596459
1687,"Lala, Mpenzi Lala",International,../data/raw/fma_small/001/001687.mp3,0.543866509,0.1527934713,0.3994600258372238,0.7118811986152432,0.3401496777036185,0.6803736708176438,0.2158203347920546,0.294968169632776,0.20339215835751592,0.28581933721765357
1688,Sishituki,International,../data/raw/fma_small/001/001688.mp3,0.9442233208,0.3509597251,0.7122957279756938,0.8101885453352347,0.2512804872894504,0.46063234601189657,0.2848196220700272,0.31411177447818084,0.17961951968836082,0.2214490837634312
1689,Unalo,International,../data/raw/fma_small/001/001689.mp3,0.6522979625,0.3241311822,0.5150503155789835,0.664187959374461,0.33612328850886014,0.5374455161949074,0.2487780315377989,0.28878968888785006,0.20801995908117768,0.25441232049317336
1701,Clouds,Folk,../data/raw/fma_small/001/001701.mp3,0.0365086844,0.2561925707,0.18298567883647793,0.5265844547261593,0.7049645907839958,0.8606872274869928,0.1648881174484826,0.23249435466524068,0.2778957601210155,0.3247217677652612
1702,Java Pop,Folk,../data/raw/fma_small/001/001702.mp3,0.2351038656,0.5736909858,0.4384034527739481,0.3442478781403297,0.6760870667333603,0.6191952325431126,0.22848710080981052,0.20795551414186467,0.2897919845950817,0.273765400453243
1703,Equus Haar,Folk,../data/raw/fma_small/001/001703.mp3,0.0388242673,0.2203914086,0.15823984440726996,0.551949671399519,0.6972916040352393,0.8751138054322061,0.16013139075734406,0.23739003303908815,0.2745261251752904,0.3279524510282774
1704,Morning Song,Folk,../data/raw/fma_small/001/001704.mp3,0.1998721472,0.2692308585,0.23710138168617392,0.5357109357643287,0.596946327568478,0.7662336846533782,0.18253007620287348,0.24604747734154409,0.26158516426202305,0.3098372821935593
1706,In the Pineys,Rock,../data/raw/fma_small/001/001706.mp3,0.487058741,0.9771725654,0.7720402967963921,0.3447805888930831,0.7803764981580757,0.3630632361964801,0.3007523645215018,0.19617900024328053,0.30326997587020865,0.19979865936500898
1720,Harken Sunshine,Rock,../data/raw/fma_small/001/001720.mp3,0.0979531726,0.4246546932,0.3081610232323285,0.4126845321060577,0.7049893925723958,0.7565417043624202,0.19368371033790605,0.21502407064995607,0.2880271765885647,0.3032650424235732
1883,I Do What I Do,Rock,../data/raw/fma_small/001/001883.mp3,0.9225453606,0.9419612564,0.9323038536129866,0.6536277373716827,0.6683151314025632,0.06843872048500971,0.33940911444924954,0.2568597178156776,0.2606601586691823,0.14307100906589065
1891,Kids In Cars,Rock,../data/raw/fma_small/001/001891.mp3,0.2122493335,0.5543436632,0.419730077848365,0.3490410793167398,0.6811196699190198,0.6399846416521217,0.22336988959855542,0.20812525720630562,0.29009796815685723,0.2784068850382818
1893,Memories,Folk,../data/raw/fma_small/001/001893.mp3,0.7827644713,0.2207963618,0.575096188004096,0.7809860841633752,0.2190231817795607,0.5719919513042492,0.25471606925133794,0.3129487274478468,0.17840860703022243,0.25392659627059283
1924,Calling For You,Folk,../data/raw/fma_small/001/001924.mp3,0.287230849,0.8573469486,0.6393533259829778,0.22677241200264178,0.7883792402425979,0.5139989084088563,0.26991814472275527,0.17866951802311104,0.3132948185752016,0.23811751867893202
1925,Happy At The Wheel,Folk,../data/raw/fma_small/001/001925.mp3,0.4537371328,0.4099578877,0.4324019284005395,0.526320757698673,0.48294336612537225,0.5685740120551636,0.2327643746882662,0.25568481735769416,0.2448309842266671,0.26671982372737263
2097,My Sweet Miasma,Folk,../data/raw/fma_small/002/002097.mp3,0.1330865227,0.356326909,0.2689617896671123,0.4647725629820847,0.6627623417190629,0.7634965701304334,0.18731373630306888,0.2278290845297966,0.27771224767619945,0.3071449314909351
3263,A Date,Folk,../data/raw/fma_small/003/003263.mp3,0.073833897,0.0032382405,0.05225863827034938,0.7067479924088014,0.6549023349125206,0.9621116503680178,0.13821586592620444,0.2659493994300483,0.2525124123889519,0.34332232225479536
3264,Tee Te Te,Folk,../data/raw/fma_small/003/003264.mp3,0.0358285913,0.010606141,0.02642137564032498,0.7000656741268829,0.6818133892721139,0.9768640421218948,0.13379494364493733,0.2624216746103524,0.25767532706512764,0.3461080546795828
3265,Lavender,Folk,../data/raw/fma_small/003/003265.mp3,0.0348958724,0.0056461135,0.024996004762881247,0.7035472171461599,0.6824433513883081,0.9798381572250112,0.13334861911797755,0.26283280501309314,0.25734413654786187,0.3464744393210674
3266,Land,Folk,../data/raw/fma_small/003/003266.mp3,0.0380533888,0.0076837273,0.027450865782200115,0.7021893069053333,0.6802206709827278,0.9772494225796157,0.13387665783268804,0.26286940587683505,0.25715749477381344,0.3460964415166634
3270,Song for Obol,Folk,../data/raw/fma_small/003/003270.mp3,0.2515269246,0.1421763642,0.20430358824047254,0.6321104270362359,0.5387142392474256,0.8050072467797619,0.1737798248137036,0.2665590945333214,0.24279070461387278,0.31687037603910223
3271,Beirut,Folk,../data/raw/fma_small/003/003271.mp3,0.3514078363,0.0369685228,0.24985409651540808,0.7248851955623944,0.4593682980414853,0.8210059137701328,0.17820712109316875,0.28656849267932605,0.21974343845969616,0.3154809477678091
3272,Seadrift,Folk,../data/raw/fma_small/003/003272.mp3,0.2821912323,0.0642428245,0.2046448534494947,0.6911126475064432,0.509596196751276,0.8339337259299237,0.1706660683170548,0.2775987218866812,0.23151859023944601,0.3202166195568179
3273,Redbird,Folk,../data/raw/fma_small/003/003273.mp3,0.0974075105,0.0594251351,0.080683237984915,0.6686438886221352,0.639611033669472,0.9217793332960608,0.1456024360844049,0.2621299878633162,0.25462902007902444,0.33763855597325443
3274,Forewarned,Folk,../data/raw/fma_small/003/003274.mp3,0.036380341,0.0395331197,0.037989450933718485,0.6796396682671233,0.6819551725606643,0.9620445611728415,0.13655388769466537,0.2593995496343145,0.2600008863354168,0.34404567633560323
3492,On The Wings,Rock,../data/raw/fma_small/003/003492.mp3,0.1704210227,0.1350242343,0.15374470531763884,0.6233884824996428,0.5943201256168325,0.8474621982207864,0.16249154855657366,0.25989293785124007,0.2524470217459959,0.32516849184619023
3573,Piggled,Electronic,../data/raw/fma_small/003/003573.mp3,0.2966375067,0.8627467642,0.6451068863059682,0.23111929940916115,0.7870993508188031,0.5067332867094695,0.27141826461955276,0.1794099581249694,0.31282799646670006,0.23634378078877782
3598,Little Eyes,Folk,../data/raw/fma_small/003/003598.mp3,0.2515506307,0.1153566662,0.1956845423664654,0.6503351243175883,0.535482781629039,0.8193809512193782,0.17105423613401144,0.26951694351012045,0.24027375421155323,0.3191550661443149
3624,Days of Summer,Rock,../data/raw/fma_small/003/003624.mp3,0.5425196594,0.5858994522,0.5646263140005751,0.48260068613904405,0.5256264976786045,0.4363298784885996,0.26577424405729677,0.2448440834830331,0.2556086146446271,0.23377305781504307
3707,Stable the Spuds,Folk,../data/raw/fma_small/003/003707.mp3,0.3192930524,0.1866964712,0.26153740236287576,0.6178230666094628,0.4991079647077582,0.7499415238768425,0.1877619318717697,0.2681269345564082,0.23811301237544014,0.30599812119638203
3708,Thicker Than A Smokey,Folk,../data/raw/fma_small/003/003708.mp3,0.1608539071,0.1946418456,0.17854891134911693,0.5807218509268915,0.609118877267775,0.8224256568492708,0.16843378558838354,0.25182027742998064,0.2590737252357648,0.32067221174587096
3761,Improv,Rock,../data/raw/fma_small/003/003761.mp3,0.0357635045,0.3467914204,0.24651908396427552,0.46257998049914084,0.7245744642606344,0.8235391513817576,0.17746742764224716,0.22026865983163316,0.2862433909253856,0.316020521600734
3762,Snowy Parts of Scandinavia,Rock,../data/raw/fma_small/003/003762.mp3,0.0626233833,0.4739023944,0.33801269765645775,0.37463340664841394,0.742717443229251,0.760083420472382,0.1975786429505066,0.20494822909204458,0.29614270297996126,0.3013304249774876
3763,Shelley Winters Overdrive,Rock,../data/raw/fma_small/003/003763.mp3,0.2575120183,0.8078862783,0.5995801356926214,0.22717847789168383,0.775876485542114,0.542308069751117,0.26135550355613535,0.18009417442426476,0.31174262046903234,0.24680770155056764
3765,Waves of Second Guessing,Rock,../data/raw/fma_small/003/003765.mp3,0.0391091875,0.3310534519,0.23571796342431747,0.47382434127101136,0.7186471810150707,0.8278890740195257,0.1755134617000459,0.22269923132804523,0.2844748822716107,0.31731242470029813
3766,Rhode Island Freakout,Rock,../data/raw/fma_small/003/003766.mp3,0.1774231767,0.5930512105,0.43771493115144855,0.31391583338996676,0.7170573089041888,0.6489375730784259,0.22517427501083276,0.19895438159578321,0.2977389320974294,0.2781324112959547
3840,Track 08,Rock,../data/raw/fma_small/003/003840.mp3,0.4412457624,0.9038442068,0.7112074848459761,0.31933036138290893,0.7513789484014967,0.400906619178256,0.28985484408662576,0.19588017819999795,0.3017357769311305,0.2125292007822459
3880,Crawling,Folk,../data/raw/fma_small/003/003880.mp3,0.1462226274,0.1661714125,0.15651516715003116,0.5986030279308668,0.6150401370219688,0.8438619304412317,0.16323534177666077,0.2539864285969107,0.25819573083999453,0.3245824987864341
3904,Sometimes,Folk,../data/raw/fma_small/003/003904.mp3,0.8590353099,0.2853514213,0.6400652690518831,0.7901469023836386,0.22505163573380124,0.5150697209567453,0.26992293048710486,0.31363130526088456,0.17823855368710512,0.23820721056490549
3905,Twisted Road,Folk,../data/raw/fma_small/003/003905.mp3,0.1955853171,0.2117355174,0.20382044253920317,0.5742884775066244,0.5881814819397807,0.7963805235544604,0.1746511145921796,0.2529668337056797,0.2565058297685265,0.31587622193361425
3906,Sometimes,Folk,../data/raw/fma_small/003/003906.mp3,0.9239147787,0.2386904982,0.6747561308470024,0.8465254502468412,0.1771469938091445,0.5410088346927591,0.2724648998011863,0.32352588206943295,0.1656538981140489,0.23835532001533194
3908,Caddo Lake,Folk,../data/raw/fma_small/003/003908.mp3,0.1927716958,0.243620029,0.21967207973655706,0.551938215397144,0.5962248961723959,0.7822174236206862,0.17836406221823076,0.2486615886997501,0.25992147634019297,0.31305287274182614
3909,Dewbury Road / That Time of Night,Folk,../data/raw/fma_small/003/003909.mp3,0.3855159276,0.2879941611,0.3402669299689445,0.5725272242701569,0.4798600379594977,0.6650349576755274,0.20855216028794768,0.2630777125468557,0.2397944953572151,0.2885756318079817
3910,Kodak Ghosts,Folk,../data/raw/fma_small/003/003910.mp3,0.2883329658,0.2613791619,0.27518626913653443,0.560667745479696,0.5360918922361028,0.7252691603958389,0.1924205628795415,0.2559967846749634,0.2497821233535188,0.3018005290919762
3911,Dust Devils,Folk,../data/raw/fma_small/003/003911.mp3,0.7781636544,0.2991328609,0.5894994238756224,0.7405246179903073,0.26333612807529977,0.5198202145450778,0.2619579714628707,0.30466392101028683,0.18905174881364586,0.24432635871319672
3912,Fahey's Flag,Folk,../data/raw/fma_small/003/003912.mp3,0.3688166261,0.3413498769,0.3553487316337518,0.5337816446579219,0.5074013155025479,0.6450629566745529,0.21296488623295048,0.2545660196993207,0.24793828952039865,0.2845308045473301
3913,Memhpis in Winter,Folk,../data/raw/fma_small/003/003913.mp3,0.3404467051,0.2618200766,0.30368874816518654,0.5748102114282053,0.5017769929581648,0.6999714808919989,0.1993304967689251,0.26140886082543824,0.2429978218494878,0.29626282055614883
3920,Fragrant Rota,Folk,../data/raw/fma_small/003/003920.mp3,0.203433506,0.2003210419,0.2018832722037088,0.5834687769672656,0.5807954455707075,0.7981242432702297,0.17419836858213159,0.2551317820290163,0.25445064108924736,0.31621920829960476
3921,Hiawatha's Lullaby,Folk,../data/raw/fma_small/003/003921.mp3,0.7009950225,0.0896189627,0.4997127074856109,0.8124615851365526,0.22072101740115221,0.6775683026991447,0.23156847274349202,0.3165953582303721,0.17519224578373482,0.276643923242401
